"Id","Carat","Cut","Color","Clarity","Depth","Table","Price","X","Y","Z"
"19038",0.3,"Ideal","F","VS1",61.6,54,621,4.32,4.35,2.67
"19039",0.3,"Ideal","F","VS1",61.8,53,621,4.32,4.36,2.68
"19040",0.3,"Ideal","F","VS1",62.5,57,621,4.26,4.28,2.67
"19041",0.3,"Ideal","F","VS1",61.2,57,621,4.32,4.34,2.65
"19042",0.3,"Ideal","F","VS1",62.2,56,621,4.31,4.34,2.69
"19043",0.3,"Good","D","VS2",58.9,62,621,4.33,4.36,2.56
"19044",0.41,"Good","J","VS1",63.2,59,621,4.67,4.7,2.96
"19045",0.33,"Very Good","G","VS1",61.6,57,621,4.42,4.51,2.75
"19046",0.33,"Premium","G","VS1",60.3,58,621,4.5,4.52,2.72
"19047",0.3,"Very Good","E","VVS2",61.1,62,622,4.28,4.33,2.63
"19048",0.3,"Very Good","E","VVS2",62.4,58,622,4.28,4.31,2.68
"19049",0.3,"Very Good","E","VVS2",63.2,56,622,4.23,4.28,2.69
"19050",0.3,"Very Good","E","VVS2",59.7,57,622,4.37,4.43,2.62
"19051",1.59,"Very Good","I","SI2",61.6,57,7835,7.51,7.56,4.64
"19052",1.06,"Ideal","G","VVS2",62.9,56,7836,6.6,6.56,4.14
"19053",1.02,"Ideal","F","VS1",62.2,57,7836,6.39,6.43,3.99
"19054",1.59,"Premium","J","SI1",62.5,60,7836,7.46,7.42,4.65
"19055",1.38,"Very Good","H","SI1",63.2,56,7836,7.08,7.03,4.46
"19056",1.01,"Premium","E","VS1",62.9,60,7839,6.36,6.32,3.99
"19057",1.25,"Ideal","F","VS1",62.4,57,7840,6.9,6.83,4.29
"19058",1.5,"Very Good","J","VVS2",62.8,62,7840,7.22,7.25,4.54
"19059",1.72,"Ideal","H","SI1",62.2,57,7840,7.65,7.55,4.72
"19060",1,"Premium","G","VVS2",62.8,59,7840,6.43,6.38,4.02
"19061",1.51,"Very Good","I","SI2",60,59,7841,7.45,7.52,4.49
"19062",1.61,"Premium","J","VS2",61.7,59,7844,7.51,7.46,4.62
"19063",1.26,"Ideal","H","VS1",61.5,59,7845,6.94,6.91,4.26
"19064",1.01,"Very Good","G","VVS2",60.8,59,7847,6.42,6.5,3.93
"19065",1.73,"Good","J","SI1",63.8,60,7847,7.57,7.5,4.8
"19066",1.51,"Ideal","J","VS2",61.7,57,7847,7.44,7.4,4.58
"19067",1,"Premium","G","VVS1",62.9,53,7848,6.39,6.32,4
"19068",1.51,"Very Good","E","SI2",61.9,57,7848,7.35,7.41,4.57
"19069",1.51,"Good","J","VS1",60.6,55,7848,7.3,7.36,4.44
"19070",1.51,"Premium","J","VS1",62.3,59,7848,7.31,7.34,4.56
"19071",1.51,"Good","J","VS1",63.5,60,7848,7.23,7.29,4.61
"19072",1.39,"Premium","G","SI1",61.3,59,7848,7.15,7.24,4.41
"19073",1.54,"Premium","G","SI2",59.4,60,7848,7.52,7.49,4.46
"19074",1.54,"Fair","F","SI2",64.4,60,7848,7.26,7.16,4.64
"19075",1.54,"Ideal","I","VS2",60.7,56,7848,7.51,7.46,4.54
"19076",1.27,"Premium","H","VS2",61.1,58,7849,6.96,6.88,4.23
"19077",1,"Ideal","F","VVS2",61.5,55,7849,6.46,6.41,3.96
"19078",1.22,"Premium","G","VS1",61.6,60,7850,6.85,6.88,4.23
"19079",1.33,"Ideal","H","VS2",62.6,57,7850,7.02,6.98,4.38
"19080",1.07,"Ideal","F","VS1",62.1,55,7850,6.58,6.56,4.08
"19081",1.04,"Premium","D","VS2",61.1,60,7852,6.51,6.48,3.97
"19082",2.5,"Fair","G","I1",64.7,57,7854,8.48,8.44,5.47
"19083",1.3,"Premium","H","VS1",61.5,58,7855,6.98,6.96,4.29
"19084",1.74,"Premium","I","SI2",62.2,58,7858,7.65,7.61,4.75
"19085",1.07,"Ideal","G","VS1",62.1,57,7858,6.48,6.57,4.05
"19086",1.53,"Ideal","I","SI2",62.4,54,7859,7.34,7.41,4.6
"19087",1.02,"Very Good","G","VVS1",62.1,59,7861,6.36,6.39,3.96
"19088",1.02,"Good","G","VVS1",63.6,58,7861,6.37,6.4,4.06
"19089",1.53,"Very Good","H","SI1",63.1,56,7862,7.32,7.27,4.6
"19090",1.5,"Good","D","SI2",61.1,64,7862,7.35,7.26,4.46
"19091",1.56,"Good","H","SI1",63.7,57,7862,7.34,7.25,4.65
"19092",1.8,"Ideal","D","SI2",62.9,54,7862,7.77,7.74,4.88
"19093",1.08,"Very Good","G","VVS2",63.1,56,7862,6.58,6.51,4.13
"19094",1.01,"Premium","F","VS1",58.8,60,7862,6.59,6.51,3.85
"19095",1.01,"Premium","G","VVS2",60.7,58,7862,6.52,6.49,3.95
"19096",1.11,"Good","D","VS2",63.2,57,7863,6.61,6.64,4.18
"19097",1.51,"Premium","H","SI2",62.5,57,7864,7.36,7.26,4.57
"19098",1.51,"Premium","H","SI2",60.4,59,7864,7.3,7.27,4.4
"19099",1.19,"Premium","H","VS1",61.9,59,7864,6.83,6.75,4.2
"19100",1.2,"Premium","F","VS2",60.1,57,7865,6.82,6.76,4.08
"19101",1.52,"Very Good","I","SI2",59.8,62,7866,7.41,7.47,4.45
"19102",1.2,"Ideal","H","VS1",62.1,57,7869,6.77,6.82,4.22
"19103",1.01,"Ideal","F","VS1",61.1,59,7870,6.46,6.5,3.96
"19104",1.22,"Ideal","H","SI1",61.9,55,7870,6.82,6.87,4.24
"19105",1.22,"Premium","G","VS2",61.2,58,7870,6.91,6.81,4.2
"19106",1.13,"Premium","G","VVS2",61.4,58,7875,6.68,6.73,4.12
"19107",1.51,"Good","F","SI2",62.9,55,7875,7.22,7.28,4.56
"19108",1.03,"Ideal","G","VVS2",61.6,57,7876,6.48,6.51,4
"19109",1.54,"Very Good","E","SI2",59,62,7877,7.56,7.59,4.47
"19110",1,"Very Good","D","VS1",62.7,60,7877,6.31,6.36,3.97
"19111",1.21,"Very Good","F","SI1",60.2,60,7877,6.92,6.96,4.18
"19112",1.2,"Ideal","I","VVS2",61.5,56,7877,6.79,6.84,4.19
"19113",1.05,"Premium","F","VS1",61,58,7879,6.6,6.55,4.01
"19114",1.03,"Ideal","G","VS1",61.8,56,7880,6.46,6.51,4.01
"19115",1.18,"Premium","G","VVS2",61,58,7881,6.79,6.84,4.16
"19116",1.23,"Ideal","I","VS1",61.1,57,7881,6.88,6.9,4.21
"19117",1.01,"Premium","F","VVS1",62.5,58,7882,6.41,6.35,3.99
"19118",1.01,"Very Good","G","VVS2",63.3,57,7885,6.31,6.36,4.01
"19119",1,"Ideal","G","VVS2",59.8,54,7885,6.58,6.54,3.92
"19120",1,"Ideal","G","VVS2",60.8,57,7885,6.47,6.45,3.93
"19121",1,"Premium","E","VS1",61.4,59,7885,6.44,6.42,3.95
"19122",1.33,"Ideal","I","VVS2",62.2,56,7887,7.01,7.04,4.37
"19123",1.01,"Ideal","F","VS1",62,57,7887,6.46,6.42,3.99
"19124",1.5,"Very Good","H","SI2",63,58,7888,7.2,7.25,4.55
"19125",0.83,"Very Good","D","IF",59.7,53,7889,6.14,6.23,3.69
"19126",1.51,"Very Good","I","SI1",63.1,56,7891,7.28,7.33,4.61
"19127",1.39,"Very Good","I","VS1",62.2,57,7893,7.17,7.1,4.44
"19128",1.34,"Ideal","F","SI1",61.7,55,7893,7.07,7.13,4.38
"19129",1.5,"Good","H","SI2",63.4,59,7897,7.2,7.25,4.58
"19130",1.02,"Ideal","G","VVS2",61.1,57,7898,6.48,6.51,3.97
"19131",1.52,"Premium","J","VS2",62,59,7899,7.31,7.28,4.52
"19132",1.06,"Very Good","E","VS1",63,58,7900,6.46,6.49,4.08
"19133",1.06,"Ideal","G","VVS2",61,57,7900,6.55,6.57,4
"19134",1.23,"Ideal","H","VS2",62.8,56,7900,6.76,6.84,4.27
"19135",1.01,"Ideal","E","VS2",60.4,58,7900,6.49,6.52,3.93
"19136",1.65,"Very Good","J","SI1",61.7,56,7903,7.61,7.66,4.71
"19137",1.6,"Premium","J","VS1",62.6,59,7903,7.51,7.4,4.66
"19138",1.26,"Premium","D","SI1",59.5,59,7903,7.13,7.06,4.22
"19139",1.2,"Ideal","D","SI1",62.7,55,7903,6.79,6.71,4.23
"19140",1.12,"Premium","F","VS1",61.8,59,7903,6.75,6.65,4.14
"19141",1.12,"Premium","F","VS1",61.2,58,7903,6.72,6.68,4.1
"19142",1.56,"Premium","J","VS2",61.7,58,7904,7.46,7.41,4.59
"19143",1.21,"Very Good","G","VS2",59.5,58,7906,6.96,7.03,4.16
"19144",1.6,"Very Good","I","SI2",62.2,59,7906,7.42,7.46,4.63
"19145",1.03,"Ideal","F","VS1",61.5,56,7906,6.47,6.53,4
"19146",1.52,"Premium","H","SI2",62,58,7906,7.37,7.34,4.56
"19147",1.2,"Very Good","D","SI1",62.6,59,7909,6.71,6.75,4.21
"19148",1.07,"Premium","E","VS1",62,60,7909,6.58,6.49,4.05
"19149",1.26,"Very Good","G","SI1",63.3,58,7910,6.88,6.84,4.34
"19150",1.55,"Premium","J","VS2",60.7,59,7911,7.47,7.5,4.54
"19151",1.67,"Very Good","J","SI1",62.3,59,7911,7.59,7.63,4.74
"19152",1.21,"Good","F","VS2",63.7,58,7911,6.67,6.71,4.26
"19153",1.5,"Fair","I","SI1",56.7,63,7912,7.52,7.57,4.28
"19154",1.01,"Good","F","VVS2",62.7,61,7915,6.3,6.34,3.96
"19155",1.51,"Very Good","D","SI2",63.2,59,7915,7.25,7.18,4.56
"19156",1.19,"Ideal","D","VS2",60.4,56,7916,6.87,6.93,4.17
"19157",1.02,"Ideal","F","VS1",61.5,56,7916,6.47,6.5,3.99
"19158",1.11,"Ideal","G","VS1",62.1,57,7917,6.61,6.63,4.11
"19159",1.11,"Ideal","G","VS1",61.6,56,7917,6.64,6.67,4.1
"19160",1.08,"Ideal","F","VS2",62.3,54,7917,6.6,6.56,4.1
"19161",1,"Fair","E","VVS2",65.4,56,7918,6.28,6.2,4.08
"19162",1.35,"Premium","H","VS2",61.5,58,7918,7.09,7.15,4.38
"19163",1.03,"Premium","E","VS1",62.4,58,7919,6.5,6.41,4.03
"19164",1.2,"Ideal","G","SI1",61.2,56,7920,6.87,6.88,4.21
"19165",1.84,"Premium","H","SI2",61,58,7922,7.97,7.87,4.81
"19166",1.22,"Ideal","G","VS2",62,55,7923,6.83,6.91,4.26
"19167",1.63,"Ideal","H","SI2",62.4,57,7923,7.59,7.52,4.71
"19168",1.08,"Ideal","F","VS2",61,57,7923,6.68,6.61,4.06
"19169",1.25,"Premium","D","SI1",62.4,58,7924,6.89,6.83,4.28
"19170",1.08,"Ideal","G","VS1",62.4,55,7925,6.57,6.63,4.12
"19171",1.17,"Ideal","F","VS2",61.8,55,7927,6.74,6.81,4.19
"19172",1.28,"Very Good","E","SI1",59.8,59.1,7927,6.99,7.05,4.21
"19173",1.21,"Very Good","F","VS2",63.5,55,7928,6.77,6.71,4.28
"19174",1.14,"Very Good","D","VS2",58.7,60,7928,6.82,6.88,4.02
"19175",1.43,"Fair","E","SI1",65.1,56,7928,7.1,7.03,4.61
"19176",1.21,"Ideal","H","VS1",62.8,54,7928,6.81,6.78,4.26
"19177",1.51,"Good","H","SI2",62.8,60,7929,7.22,7.26,4.55
"19178",1.2,"Ideal","G","VS2",61.9,57,7930,6.86,6.83,4.24
"19179",1.46,"Premium","G","SI2",59.5,59,7931,7.34,7.29,4.35
"19180",1.74,"Premium","H","SI1",62.1,59,7932,7.69,7.63,4.76
"19181",1.52,"Good","G","SI2",63.1,58,7933,7.21,7.3,4.58
"19182",1.06,"Ideal","G","VVS2",61.6,56.3,7934,6.53,6.56,4.03
"19183",1.01,"Ideal","G","VVS2",60.9,54,7934,6.5,6.53,3.97
"19184",2.2,"Fair","I","I1",66.3,56,7934,8.05,8,5.32
"19185",1.5,"Ideal","G","SI2",61.5,57,7936,7.33,7.39,4.53
"19186",1.27,"Ideal","H","VS2",62.9,54,7937,6.88,6.92,4.34
"19187",1.21,"Ideal","I","VVS2",61.3,56,7938,6.83,6.87,4.2
"19188",1.37,"Very Good","I","VS1",61.8,57,7939,7.09,7.14,4.4
"19189",1.01,"Ideal","G","VVS2",62.5,56,7941,6.38,6.41,4
"19190",1.42,"Ideal","J","VS2",61.7,56,7942,7.22,7.27,4.47
"19191",1.02,"Very Good","G","VVS2",63.1,59,7942,6.45,6.38,4.05
"19192",1.65,"Very Good","J","SI1",61.5,58,7943,7.49,7.62,4.65
"19193",1.59,"Ideal","J","SI1",61.3,57,7943,7.43,7.52,4.58
"19194",1.33,"Premium","H","VS2",62.6,58,7943,7.07,7.01,4.41
"19195",1,"Very Good","G","VVS1",60.7,58,7945,6.46,6.53,3.94
"19196",1.23,"Ideal","H","VS1",62.1,54,7946,6.87,6.89,4.27
"19197",1.25,"Premium","G","VS2",61.2,57,7948,6.95,6.91,4.24
"19198",1.14,"Ideal","G","VS1",62.3,56,7948,6.73,6.7,4.18
"19199",1.51,"Good","H","VS2",63.8,56,7949,7.24,7.17,4.6
"19200",1,"Very Good","G","VVS2",62.7,57,7950,6.32,6.37,3.98
"19201",1.56,"Premium","F","SI2",58.8,59,7950,7.76,7.61,4.52
"19202",1.56,"Fair","G","SI2",64.8,59,7950,7.38,7.19,4.72
"19203",1.56,"Fair","I","SI1",64.6,62,7950,7.26,7.23,4.68
"19204",1.04,"Ideal","G","VS1",61.7,56,7951,6.47,6.52,4.01
"19205",1.37,"Premium","G","VS2",61.6,59,7951,7.11,7.04,4.36
"19206",1.51,"Very Good","J","VS1",63.7,55,7953,7.16,7.28,4.6
"19207",1.04,"Premium","G","VVS2",61.8,58,7953,6.47,6.51,4.01
"19208",1.59,"Premium","J","VS2",62.6,59,7953,7.45,7.43,4.66
"19209",1.07,"Premium","D","VS2",60.9,59,7954,6.63,6.58,4.02
"19210",1.21,"Ideal","H","VVS2",60.4,57,7954,6.9,6.93,4.18
"19211",1.01,"Good","D","VS1",63.1,59,7955,6.34,6.37,4.01
"19212",1.05,"Ideal","F","VS1",62.1,56,7955,6.54,6.59,4.08
"19213",1.21,"Ideal","E","SI1",62.1,56,7955,6.83,6.88,4.26
"19214",1.5,"Premium","I","SI1",62.3,57,7955,7.28,7.22,4.52
"19215",1.41,"Very Good","H","SI1",62.9,57,7956,7.04,7.08,4.44
"19216",1.25,"Very Good","F","SI1",61.4,56,7956,6.91,6.94,4.25
"19217",1.51,"Good","I","SI2",63.6,60,7957,7.27,7.23,4.61
"19218",2.01,"Good","H","I1",61.7,63,7959,7.91,7.94,4.89
"19219",1.02,"Fair","F","VVS1",64.6,59,7960,6.31,6.26,4.06
"19220",1.09,"Ideal","G","VS2",62.2,55,7961,6.61,6.65,4.13
"19221",1.16,"Premium","G","VS1",61.9,58,7962,6.72,6.76,4.17
"19222",1.58,"Premium","E","SI2",61,60,7963,7.54,7.51,4.59
"19223",1.3,"Very Good","E","SI1",59.1,60,7963,7.12,7.17,4.22
"19224",1.01,"Premium","G","VVS2",61.9,59,7964,6.45,6.41,3.98
"19225",1.01,"Premium","E","VS1",60.8,59,7964,6.46,6.42,3.92
"19226",1.01,"Premium","E","VS1",62.9,61,7964,6.39,6.33,4
"19227",1.01,"Premium","E","VS1",62,59,7964,6.42,6.38,3.97
"19228",1.34,"Very Good","H","VS2",61.4,58,7965,7.13,7.07,4.36
"19229",1.05,"Ideal","D","VS2",61.7,59,7965,6.5,6.53,4.02
"19230",1,"Ideal","D","VS1",62.4,55,7966,6.4,6.43,4
"19231",1.53,"Ideal","I","VS1",62.9,57,7968,7.36,7.3,4.61
"19232",1.05,"Very Good","E","VS1",63.1,59,7969,6.49,6.45,4.08
"19233",1.12,"Ideal","G","VS1",61.5,55,7970,6.67,6.69,4.11
"19234",1.53,"Very Good","I","SI1",63.3,58,7971,7.26,7.31,4.61
"19235",1.5,"Fair","G","SI2",64.7,55,7972,7.16,7.13,4.62
"19236",1.55,"Premium","I","SI2",58.5,60,7972,7.64,7.58,4.45
"19237",1.17,"Good","G","VS1",60,64,7972,6.82,6.77,4.08
"19238",1.01,"Very Good","G","IF",60,61,7974,6.41,6.45,3.86
"19239",1.01,"Very Good","G","IF",63,60,7974,6.31,6.35,3.99
"19240",1.07,"Very Good","G","VVS2",62.8,57,7975,6.46,6.56,4.09
"19241",1.57,"Premium","I","SI2",62.4,58,7976,7.41,7.37,4.61
"19242",1.15,"Very Good","D","VS1",62.9,54,7978,6.72,6.69,4.22
"19243",1.09,"Ideal","E","VS2",62.4,55,7978,6.55,6.6,4.1
"19244",1.59,"Ideal","I","SI2",61.6,57,7978,7.56,7.51,4.64
"19245",1,"Ideal","G","VVS2",62.8,57,7979,6.37,6.43,4.02
"19246",1.37,"Ideal","H","VS1",63.8,56,7979,7.01,6.98,4.46
"19247",1.5,"Good","D","SI1",56.6,64,7980,7.51,7.43,4.23
"19248",1.27,"Premium","E","SI1",60.9,59,7980,7.03,6.97,4.26
"19249",1.01,"Premium","F","VS1",61.2,59,7982,6.48,6.42,3.95
"19250",1.33,"Premium","H","VS2",60.7,59,7982,7.08,7.13,4.31
"19251",1.32,"Ideal","F","VS2",62.3,57,7983,7.06,6.97,4.37
"19252",1.2,"Very Good","G","VS2",62.2,57,7983,6.75,6.78,4.21
"19253",1.6,"Ideal","H","VS2",61.5,56,7983,7.57,7.52,4.64
"19254",1.5,"Premium","J","VVS2",62.8,62,7983,7.25,7.22,4.54
"19255",1.3,"Very Good","G","SI1",61,57,7985,7.01,7.06,4.29
"19256",1.24,"Ideal","G","VVS2",61.9,56,7986,6.87,6.83,4.24
"19257",1.39,"Premium","H","SI1",62.7,58,7986,7.15,7.08,4.46
"19258",1.55,"Ideal","J","SI1",61.7,54,7987,7.42,7.55,4.62
"19259",1.55,"Ideal","J","SI1",61.7,54,7987,7.47,7.5,4.62
"19260",1.23,"Ideal","G","VS2",61.5,54,7988,6.89,6.92,4.25
"19261",1.51,"Premium","I","SI1",61.8,60,7989,7.23,7.3,4.49
"19262",1.19,"Very Good","G","VS1",59.1,58,7989,6.96,7.05,4.14
"19263",1.52,"Ideal","I","SI2",62.5,58,7990,7.29,7.33,4.57
"19264",1.51,"Ideal","H","SI2",62.3,58,7990,7.27,7.33,4.55
"19265",1.53,"Very Good","H","SI2",61.4,60,7991,7.36,7.43,4.54
"19266",1.51,"Very Good","J","VS1",63.5,60,7991,7.29,7.23,4.61
"19267",1.39,"Premium","G","SI1",61.3,59,7991,7.24,7.15,4.41
"19268",1.09,"Very Good","G","VS1",59.9,56,7992,6.74,6.81,4.06
"19269",1.09,"Ideal","G","VS1",61.7,54,7992,6.65,6.7,4.12
"19270",1.21,"Ideal","G","VS2",61.9,55,7996,6.9,6.84,4.25
"19271",1.21,"Ideal","G","VS2",61.1,57,7996,6.95,6.85,4.22
"19272",1.21,"Premium","G","VS2",62.2,58,7996,6.85,6.81,4.25
"19273",1.15,"Ideal","G","VS1",61.9,56,7999,6.71,6.73,4.16
"19274",1.34,"Ideal","H","VS2",60.8,55,7999,7.18,7.12,4.35
"19275",1.37,"Ideal","I","VS2",61.6,55,8000,7.13,7.16,4.4
"19276",1.57,"Premium","F","SI2",60.2,60,8001,7.49,7.43,4.49
"19277",1.52,"Fair","H","SI1",65.3,58,8001,7.14,7.1,4.65
"19278",1.52,"Premium","H","VS2",61,61,8001,7.45,7.38,4.52
"19279",1.21,"Ideal","G","VS2",61.8,57,8001,6.83,6.79,4.21
"19280",1,"Very Good","G","IF",58.3,62,8002,6.51,6.57,3.81
"19281",1.06,"Premium","G","VVS2",59.6,58,8003,6.61,6.65,3.95
"19282",1.23,"Premium","H","VVS2",62.8,56,8004,6.9,6.82,4.31
"19283",1.02,"Good","G","VVS1",63.6,58,8005,6.4,6.37,4.06
"19284",1.02,"Premium","G","VVS1",62.1,59,8005,6.39,6.36,3.96
"19285",1.11,"Very Good","D","VS2",63.2,57,8006,6.64,6.61,4.18
"19286",1,"Very Good","F","VVS1",63,56,8008,6.32,6.37,4
"19287",1,"Premium","G","VVS1",62.1,59,8008,6.29,6.4,3.94
"19288",1,"Ideal","D","VS2",62.2,54,8008,6.45,6.42,4
"19289",1.51,"Fair","H","SI1",66.5,56,8010,7.03,6.99,4.66
"19290",1.52,"Premium","I","SI2",59.8,62,8010,7.47,7.41,4.45
"19291",1.02,"Good","F","VS1",62.6,54.3,8011,6.41,6.45,4.02
"19292",1.02,"Ideal","F","VS1",61,56,8011,6.49,6.52,3.97
"19293",1.02,"Ideal","E","VS1",62.2,54,8011,6.44,6.46,4.01
"19294",1.04,"Ideal","G","VVS2",62.1,55.1,8012,6.5,6.51,4.04
"19295",1.67,"Good","J","SI1",58.8,61,8013,7.71,7.73,4.54
"19296",1.5,"Very Good","J","VS1",62.2,58,8014,7.19,7.27,4.5
"19297",1.22,"Ideal","H","VVS2",61.8,57,8014,6.85,6.89,4.25
"19298",1.22,"Ideal","H","VVS2",62.2,56,8014,6.83,6.87,4.26
"19299",1.22,"Ideal","H","VVS2",62.7,54,8014,6.77,6.83,4.27
"19300",1.07,"Premium","E","VS1",59.7,61,8015,6.69,6.64,3.98
"19301",1.01,"Premium","G","VVS2",61.2,58,8016,6.45,6.49,3.96
"19302",1.14,"Ideal","F","VS2",61.4,56,8017,6.73,6.78,4.14
"19303",1.15,"Premium","F","VS1",62.7,58,8018,6.72,6.67,4.2
"19304",1.42,"Good","E","SI2",60.1,61,8019,7.32,7.42,4.43
"19305",1.13,"Premium","G","VVS2",61.4,58,8019,6.73,6.68,4.12
"19306",1.65,"Very Good","H","SI2",63.4,59,8020,7.53,7.49,4.76
"19307",1.1,"Very Good","G","VVS1",61.5,57,8020,6.61,6.66,4.08
"19308",1.21,"Ideal","G","VS1",62.5,55,8020,6.79,6.8,4.25
"19309",1.03,"Ideal","G","VVS2",61.6,57,8020,6.51,6.48,4
"19310",1,"Premium","D","VS1",62.7,60,8020,6.36,6.31,3.97
"19311",1.54,"Premium","E","SI2",59,62,8020,7.59,7.56,4.47
"19312",1.53,"Ideal","I","SI2",61.4,58,8021,7.4,7.42,4.55
"19313",1.05,"Ideal","G","VS1",61.2,57,8022,6.51,6.55,4
"19314",1.02,"Ideal","F","VS1",61.2,57,8024,6.45,6.52,3.98
"19315",1.61,"Premium","F","SI1",62.9,59,8024,7.5,7.43,4.69
"19316",1.18,"Premium","G","VVS2",61,58,8025,6.84,6.79,4.16
"19317",1.01,"Ideal","G","VVS2",61.1,57,8029,6.49,6.54,3.98
"19318",1.01,"Ideal","G","VVS2",60.9,56,8029,6.51,6.55,3.98
"19319",1.41,"Ideal","H","SI2",62,56,8030,7.17,7.24,4.47
"19320",1.2,"Premium","G","VS2",62.3,56,8030,6.8,6.68,4.2
"19321",1.2,"Very Good","G","VS2",63.5,57,8032,6.76,6.66,4.26
"19322",1.2,"Good","G","VS2",57.8,59,8032,7.06,7,4.06
"19323",1.2,"Very Good","G","VS2",63.1,57,8032,6.74,6.69,4.24
"19324",1.51,"Premium","H","SI2",61.4,60,8033,7.37,7.31,4.51
"19325",1.51,"Premium","F","SI1",62,57,8033,7.36,7.28,4.54
"19326",1.51,"Ideal","J","VS2",61.1,57,8033,7.36,7.3,4.48
"19327",1.01,"Ideal","G","VVS2",62.2,56,8034,6.41,6.46,4
"19328",1.19,"Ideal","G","VS1",61.9,55,8034,6.81,6.87,4.22
"19329",1.53,"Ideal","H","SI2",62.4,58,8034,7.32,7.38,4.59
"19330",1.57,"Ideal","J","SI1",62,55.6,8035,7.43,7.47,4.62
"19331",1.25,"Ideal","H","VVS2",60.6,57,8036,7,6.97,4.23
"19332",2,"Fair","I","SI2",66.8,55,8037,7.75,7.71,5.16
"19333",1.38,"Ideal","H","VS1",63.6,56,8037,7.05,7,4.47
"19334",1.16,"Ideal","D","VS2",62.1,57,8038,6.7,6.73,4.17
"19335",1.2,"Very Good","H","VS1",60.2,57,8039,6.88,6.95,4.16
"19336",1.5,"Very Good","J","VS1",61.7,58,8039,7.29,7.33,4.51
"19337",1.2,"Ideal","H","VS1",61.1,58,8039,6.84,6.88,4.19
"19338",1.26,"Very Good","G","VS2",63.3,57,8040,6.88,6.93,4.37
"19339",1.2,"Ideal","G","VS2",62.4,54.7,8040,6.79,6.85,4.25
"19340",3.01,"Premium","I","I1",62.7,58,8040,9.1,8.97,5.67
"19341",1.02,"Ideal","G","VVS2",61.1,57,8042,6.51,6.48,3.97
"19342",1.5,"Good","G","SI2",64.3,57,8043,7.2,7.29,4.66
"19343",1.06,"Premium","E","VS1",63,58,8044,6.49,6.46,4.08
"19344",1.06,"Ideal","G","VVS2",61,57,8044,6.57,6.55,4
"19345",1.5,"Fair","H","VS1",64.8,55,8044,7.25,7.2,4.68
"19346",1.7,"Premium","I","SI1",61.6,56,8044,7.65,7.55,4.68
"19347",3,"Fair","H","I1",67.1,57,8044,8.93,8.84,5.97
"19348",1.56,"Good","I","SI2",58.5,61,8048,7.58,7.63,4.45
"19349",1.88,"Good","J","SI2",57.9,59,8048,8.16,8.11,4.71
"19350",1.51,"Very Good","J","SI1",63.1,55,8049,7.25,7.32,4.6
"19351",0.3,"Ideal","E","VVS2",60.7,57,622,4.36,4.41,2.66
"19352",0.31,"Ideal","E","VS2",61.8,56,622,4.35,4.37,2.69
"19353",0.3,"Ideal","E","VS2",62.2,57,622,4.26,4.32,2.67
"19354",0.4,"Ideal","G","SI2",61.9,54,622,4.75,4.8,2.94
"19355",0.3,"Good","E","VVS2",63,58,622,4.27,4.34,2.71
"19356",0.3,"Good","E","VVS2",61.1,61,622,4.32,4.36,2.65
"19357",0.3,"Good","E","VVS2",59.5,59,622,4.35,4.39,2.6
"19358",0.27,"Very Good","E","VVS2",63,56,622,4.12,4.14,2.6
"19359",0.27,"Ideal","D","VVS1",62.2,56,622,4.12,4.15,2.57
"19360",0.27,"Very Good","D","VVS2",62.3,57,622,4.13,4.15,2.58
"19361",0.27,"Ideal","E","VVS2",61.8,57,622,4.12,4.16,2.56
"19362",0.27,"Ideal","E","VVS2",62.2,55,622,4.12,4.17,2.58
"19363",0.27,"Ideal","D","VVS1",61.9,57,622,4.15,4.18,2.58
"19364",0.27,"Ideal","E","VVS2",62.1,57,622,4.13,4.15,2.57
"19365",0.27,"Very Good","E","VVS2",59,59,622,4.24,4.27,2.51
"19366",0.4,"Very Good","D","SI2",63,59,622,4.64,4.69,2.94
"19367",0.4,"Good","D","SI2",63.1,57,622,4.72,4.75,2.99
"19368",0.4,"Good","E","SI2",63.9,57,622,4.65,4.71,2.99
"19369",0.4,"Good","D","SI2",63.4,59,622,4.67,4.7,2.97
"19370",0.4,"Good","D","SI2",63.8,54,622,4.7,4.73,3.01
"19371",0.27,"Ideal","D","VVS2",62.6,56,622,4.13,4.15,2.59
"19372",0.27,"Ideal","E","VVS2",62.5,57,622,4.1,4.13,2.57
"19373",0.27,"Ideal","E","VVS1",62.3,56,622,4.15,4.17,2.59
"19374",0.27,"Very Good","D","VVS2",62.2,59,622,4.08,4.12,2.55
"19375",0.27,"Premium","E","VVS1",60.6,58,622,4.18,4.2,2.54
"19376",0.27,"Ideal","E","VVS2",62,55,622,4.12,4.14,2.56
"19377",0.4,"Good","D","SI2",63.1,56,622,4.65,4.67,2.94
"19378",0.4,"Good","E","SI2",63.1,57,622,4.7,4.72,2.97
"19379",0.4,"Good","E","SI2",63.5,56,622,4.68,4.71,2.98
"19380",0.4,"Good","D","SI2",63.9,53,622,4.68,4.71,3
"19381",1.51,"Ideal","J","SI1",61.4,57,8049,7.38,7.43,4.55
"19382",1.51,"Very Good","F","SI2",63.4,58,8050,7.29,7.22,4.6
"19383",1.13,"Ideal","G","VS1",61.5,56,8051,6.71,6.73,4.13
"19384",1.47,"Very Good","J","VVS2",62.6,60,8055,7.17,7.24,4.51
